"fact","id"
"change   helps  individuals organisms in that population   to  survive; reproduce","9a1e-26b8-b7a4-2e8a"
"Natural selection is when     organisms with beneficial traits  survive competition    to  reproduce and pass their beneficial traits   onto their offispring; the successive generation","602d-997a-2399-8bc5"
"Weight is   the    force of gravity   acting  on an object","74c7-b18c-94ab-2342"
"rotation  is   the   circular movement of an object around a  center; axis","4d60-4beb-9c44-d943"
"abrasion is when     rocks   rub against each other when being moved","f846-f07d-051e-3061"
"exothermic process is  a   process  that releases energy  through light or heat","3593-5a2b-a423-9b80"
"endothermic process is  a   process  that requires;absorbs energy","b12a-4a97-cfba-8a9f"
"electric currents   produce magnetic fields","42b7-6ac8-3bed-d33e"
"genetic information   is encoded in genetic code","3ba4-7de7-8125-4e20"
"adult birds  usually fly","d590-c0af-02ff-b4fa"
"baby birds  can not fly","0753-7855-fbf2-f8c6"
"the central dogma of molecular biology         begins with the transcription of DNA","bbac-8b14-0705-6c99"
"pairs of nucleotides  link two sequences of nucleotides        together","32d6-e92a-d605-251f"
"offspring   receives half of the genes from each parent","ac30-1afe-d338-daf3"
"particles in a liquid  flows past each other","d242-ec23-dfd4-69d5"
"matter with variable shape  changes shape in different container","a8e7-194e-68a5-34e0"
"molecules in a solid  vibrates within a fixed place","7d76-beb9-3426-eda6"
"a  polar substance  can dissolve  in another polar substance","d050-988f-6b36-ae1b"
"less dense liquids; particles in liquids; materials   float  liquids; particiles in liquids; materials       that are more dense","4b8b-1f9b-9227-55b4"
"electric shock occurs when  a   person   contacts a source of electrical energy","8b2e-d5ea-dff6-b7d1"
"dissolving is when  the   solute   spread evenly through the solvent","364c-916c-57f0-8607"
"sand in water  settles  to the bottom       of water","84d9-3119-01c6-b6ab"
"a   mixture of solids  can be separated        easily","1a3c-9605-5763-6a09"
"evaporation is allowing a   liquid    to evaporate     to separate any solid    that was mixed with it","c593-e026-1395-894d"
"magnetic separation is using a   magnet   to attract magnetic material from the mixture of magnetic and nonmagnetic material","8343-e17a-aae4-11a1"
"the   thermostat   controlls the radiator","09e2-7cf8-791a-c4b0"
"clouds   block sunlight from reaching the ground","19c8-2a83-1f31-ff3e"
"wood   burns","1cee-5a44-7f15-d8c5"
"paper   burns","7aff-2493-b367-3958"
"organizing is sorting    things       in order   by their properties","aa4d-8d5a-8578-41c8"
"neutralization is when     an acid   reacts with a base","7031-6f42-c98f-f8e4"
"negatively charged particles   are involved in chemical reactions","d6fe-4f1f-de8d-2ab8"
"the   order of the elements in periodic table  is determined by the atomic number        of the elements","b54e-51b6-ea89-e7cc"
"elements on the right side of the periodic table  form ions  by gaining electrons","24cc-1bc6-f02a-0211"
"elements on the left side of the periodic table  form ions  by losing electrons","1442-95b3-8f9b-5821"
"elements of alkaline earth metals family  react with water   actively","ada9-2fec-8dee-e2c0"
"catenation is when  the    atoms of an element  bonding themselves   in many ways to form a chain","d661-946a-ab97-5695"
"the Periodic Table is  a   table   displays elements","626a-2149-91d3-248e"
"moons   orbit planets","f6bf-c93d-b9ba-1302"
"all  planets   orbit the sun   in the same direction","584e-a829-3c58-8f99"
"silver   reacts with nitric acid","85ee-c550-f2a8-521e"
"the   number in chemical formula  shows the number of atoms        of each element in a molecule","d42a-9ce6-a782-24a6"
"the    elements in the chemical reaction  stays the same after the reaction","d91c-b6ac-564d-fdc3"
"an   organism   breaks down fat    to release energy","eac7-22a6-9ff2-db0d"
"rain; snow   falls","b4e1-ea6f-3c2d-fdac"
"solar energy  can warm up  the air","4b5f-2ed5-7cde-ea24"
"air pressure   affects wind speed","3012-3c85-5fe5-5dcb"
"cold and dry climate  can slow down the process of weathering","8963-88af-1251-f67c"
"clouds   reflect solar energy back to space","b89c-3f3f-3227-d006"
"an  endothermic reaction   absorbs heat energy from its surroundings","038b-65f8-5e83-61b6"
"a hot pack reaction is when  the   chemicals inside the bag  interact","68f4-fded-7446-6c79"
"electromagnetic radiation   distorts the frequency of the radio waves","4bbc-0918-7d63-a9c6"
"radio waves   spread in all directions","fa63-f877-e24a-ba31"
"waves   travel differently in different media","3373-bc25-1f17-1ebd"
"waves   travel outward from the source","2b07-0186-5720-8818"
"light waves   travel as transverse waves","1f31-c338-8bff-2432"
"diffraction is when  the   waves   bends  when passing an edge or opening","f42f-2302-9061-a5a7"
"Doppler Effect is when  the    frequency of the waves  changes  when the distance from the wave source changes","0274-48f7-7423-92c7"
"longitudinal waves   travel   through pattern of compressions and rarefactions","9938-682d-bfb5-a91f"
"a   medium   carries something to someplace","e43a-bbbd-6cb5-1914"
"sound   travels fastest through solid","f9ec-e385-00dd-f987"
"sound   travels slowest through gas","48c8-ab22-893a-e784"
"light   travels faster        than sound","e683-15c7-7c45-4ea1"
"mechanical energy of a system   includes the sum of kinetic energy and potential energy  in the system","e019-f493-9bac-5187"
"electromagnetic energy   travels as electromagnetic waves","863a-bc6c-8c03-249c"
"black objects   absorbs the most sunlight","8481-946f-035e-3aad"
"white objects   absorbs the least sunlight","f4d5-81fb-7070-bbaa"
"objects of other colors  absorbs less amount of sunlight        than black objects","1082-4506-4e62-c788"
"bands; ranges of frequencies of light waves  is called electromagnetic spectrum","b190-6cd5-1d54-842a"
"the     moon   rotates on its axis","e202-3f7d-7259-9efa"
"daylight   occurs  during the day","4ad3-64a8-4c4a-f568"
"darkness   occurs  at night","5d5c-f359-b050-e789"
"nuclear fusion   occurs  in the sun's core","4dd2-91f0-c684-e29b"
"sunspots   occurs  on the photosphere","1275-44b2-be65-2b87"
"a   star's mass   determines the star's type","23b2-6887-354c-8c29"
"clouds; dusts   block visible light","50b3-4849-c938-c284"
"the new moon is when  the  lighted half of the moon  faces the Sun","bb05-85fe-5214-0da7"
"the effect of halos is when  the   ice crystals   reflect light in the atmosphere","c86b-c12f-967f-9a66"
"light   comes to the focal point after passing the convex lens","1f5a-2541-51d2-03ac"
"the   asteroid belt   orbits the sun","cc3e-7951-f80d-9519"
"stars   make their own light","2e9d-a602-afd7-3e47"
"going to school  generally occurs  during the day","3214-a026-be89-7c8e"
"getting   ready for bed  generally occurs  at night","6146-e4c0-cea5-a59a"
"nuclear fusion in a star's core  generates energy    for the star to (burn, shine)","8311-5fc6-4f54-102c"
"protons and neutrons   are formed  during nuclear fusion","1fd3-89c5-66b6-cc7d"
"small stars   burn         for billions of years","c7c6-7be0-9270-7269"
"stars   change type during their life cycles","76bf-a390-118e-daa4"
"nuclear fusion   converts hydrogen into helium","9918-37ee-ef72-cd4a"
"planets   reflect the light        of the sun","e5f7-f7b8-e54c-8df9"
"flipping a   switch   completes an electrical circuit","6901-c382-8d12-6e03"
"a   junction   leads to more than one pathway","6a76-db35-349a-8e26"
"convection is when  the  heated part of gas   rises","e684-ed12-2c74-c5cc"
"a solar eclipse is when  the   Moon   blocks the Earth        from the sun","6db5-5ffb-48c0-90d0"
"a lunar eclipse is when  the   Earth   blocks the Moon        from the sun","9027-faa9-2ae9-669d"
"household appliances   are connected in parallel circuit","060e-e1dc-4c04-f5e2"
"quasars   emit large amounts of light","7cb9-8eba-7738-7002"
"shooting stars occur when    small meteoroids   enter  Earth's atmosphere","4581-842d-0b23-479a"
"astronauts   live  on a space station       while in outer space","405c-f763-c8f0-13b2"
"spring tide is when  the   distance between high tide and low tide  is the greatest","de83-894c-0bb6-4cec"
"the   radio   receives radio waves","8881-b429-6c8d-e218"
"high-efficiency device   uses less energy","ba2f-1b39-7f47-cad5"
"the   heat energy produced by the light bulb  is not used","122a-0abf-64db-2b9d"
"muscular movement   helps animals move","eab1-bd74-10b3-e71c"
"active transport is when     particles   move across the cell membrane   against the concentrantion gradient","871e-601e-6000-c6a2"
"aurora is created by   charged particles   interacting with magnetosphere","e93e-4fe8-8644-5647"
"the  photosynthetic life   performs photosynthesis","4509-bfe2-61ad-8a15"
"greenhouse gases   heat the atmosphere  by absorbing infrared radiation released by Earth","f36d-2454-17e6-5c90"
"greenhouse gases   absorbs the infrared radiation        reflected by Earth","f058-dc42-3994-4b33"
"terrestrial organisms   are exposed to the sunlight","9c5e-9ef5-f235-1a36"
"comets   reflect the light        of the sun","510b-0c37-bdf1-bc97"
"substances   have chemical properties","760d-a151-5c82-d6c5"
"acquiring    fossil fuels   is dangerous        for the environment","5dd5-792a-bfa8-6275"
"renewable resources   are replenished        more quickly than they are used","b035-14b1-8601-19d0"
"renewing    soil   increases nutrients in the soil","3d47-6c34-3450-a5bb"
"irrigation   depletes nutrients in the soil","5b71-4e3d-d066-256a"
"crops   grow  in soil","9eae-84e3-fc7e-69c9"
"overgrazing   increases soil erosion","92df-0045-17c9-8ba5"
"growing    legumes   provide nitrogen    for other plants","dca4-db0c-dfbd-25b9"
"tree roots   reduce soil erosion","2996-0b6b-14c4-7682"
"grass roots   reduce soil erosion","dbcf-a20c-58fa-486f"
"terraces   reduce soil erosion on slopes","2f69-06ad-27b9-22ef"
"no-till farming   reduces soil erosion","fd21-2366-db54-d9c2"
"continental land masses   absorb solar energy","ce8b-4c3e-2779-8f9e"
"the  southern United States   receives a lot of sunlight","7a1c-b299-ea7c-ef99"
"trees   reduce wind force","7b44-c928-d4a8-5631"
"people  can plant trees","99da-9232-bd7f-4be6"
"water   exists in liquid;solid;gas state on Earth","e7e6-0a8e-4db4-7402"
"hydroelectric power   uses water    to generate electricity","9c75-4e4b-7b2c-e2f6"
"turbidity  can affect the health        of a river system","dfe4-2e42-d8b5-e319"
"nitrate levels  can  affect the health        of a river system","bd25-4b9d-6d74-9bc5"
"subduction   involves a large amount of thermal energy","bbd6-0573-5b56-89c9"
"subduction process   involves a large amount of thermal energy","a99b-2a74-d170-fbee"
"Nevada mines   produce gold","dbfd-aedb-7345-0e73"
"uranium   is acquired   by mining the lithosphere","fc75-8d81-0fda-3d2e"
"fossil fuels   are acquired   by mining the lithosphere","9cbb-ed49-3d48-75f4"
"surface mining   affects the lithosphere; the biosphere","c077-da98-7f5e-6766"
"Nevada   produces more gold        than any other state","65f9-9e7a-9750-b9e3"
"fossil fuels   release carbon dioxide into the atmosphere","3881-0fe6-6ff7-2b51"
"glass  can be reused         many times","4483-b8eb-e31d-f01a"
"discarding    aluminum cans   wastes aluminum","f138-259d-31eb-fea4"
"leaving a   faucet on  wastes water","fb68-314c-01f4-4194"
"destroying    animal habitats   changes an ecosystem","96ea-0de3-6ab7-2b33"
"mountains  can limit the water vapor     reaching a location","4fbc-136a-0180-b884"
"darker objects   absorb more light        than light colored objects","6964-670b-e8d3-728c"
"the   hydrosphere   covers the surface of the earth  with a thin layer of water","61a2-a637-1622-8e7c"
"a   water reservoir   stores water","cefe-3324-8ad0-9949"
"a   water reservoir   stores water","3b3b-1bbf-c9ce-ef12"
"glaciers   cover 10% of land  on Earth","8b49-0dfa-e6e0-48c1"
"upwelling is when  the   water from deep ocean; the ocean floor  rises to the ocean's surface","f067-7b15-5fdc-bc3d"
"upwelling   moves; brings; cycles the nutrient- rich water to the ocean's surface","6191-9df5-646b-0c73"
"upwelling   brings sea water with dissolved carbon dioxide to the ocean's surface","983e-a44d-c412-5264"
"organisms   lived in the water when they first appeared       on Earth","720f-6da1-8a89-f546"
"the emission of something is when     something   is added into the atmosphere","68e7-d61a-6146-b526"
"deflection is when     something   changes its moving direction","fbe4-4726-6050-dd63"
"ocean currents   move away most heat from Earth's equator","25c2-2137-94f8-4d9b"
"the   equator   receives more sunlight        than the poles on Earth","b401-733c-cfa3-138b"
"the   water at the surface of the ocean  absorbs more sunlight        than the water at the bottom of the ocean","993f-8842-44c2-a93e"
"the   ocean     stores more heat        than the continents","95c4-489b-e978-b0e3"
"the   ocean   transfers more heat        than the continents","0b1c-d840-3841-51e3"
"red giant stars   burn at cooler temperatures        than main sequence stars","35fb-5ebd-12a6-28e2"
"stars   spend most of their life cycle in the main sequence stage","4dcb-e3c0-5556-bb8c"
"red giant stars   have greater volume        than main sequence stars","3af1-3b9d-1072-7785"
"the red giant stage is when     a star   runs out of hydrogen","ab7a-5b27-698c-abfe"
"the  last stage of a life cycle  occurs  at the end of a life cycle","1b5d-d4eb-509c-bf83"
"living things   carry out basic life functions","c241-e5da-26cd-1439"
"a relationship occurs when     two or more things   interact with one another","bb97-feda-5f97-40c0"
"anatomy         studies the body structure        of organisms","c6dc-0193-c2ce-58d1"
"bacteria   grow  in a bacterial culture","835a-83e8-55d6-b9e0"
"objects with the same electric charge  move apart  when they are close to each other","f600-5b56-acbf-75b9"
"atomic mass   is determined by the sum of protons and neutrons numbers        in an atom","8ab0-26dc-573b-9c25"
